T(K) logP(GPa) logrho(g/cm^3) logE(MJ/kg) S(MJ/kg/K)
1700 -0.09026624 -1.14980765 1.29352946 0.05418398
1700 -0.04776913 -1.12213642 1.29614578 0.05381529
1700 -0.00527203 -1.09507918 1.29895838 0.05344839
1700 0.03722508 -1.0686777 1.30196179 0.05308319
1700 0.07972219 -1.04292785 1.30517626 0.05271947
1700 0.12221929 -1.01779802 1.30863237 0.05235746
1700 0.1647164 -0.99320801 1.31236994 0.05199637
1700 0.2072135 -0.96922632 1.31640062 0.05163668
1700 0.23487762 Nan Nan Nan
1700 0.26254173 Nan Nan Nan
1700 0.29020584 Nan Nan Nan
1700 0.31786996 Nan Nan Nan
1700 0.34553407 Nan Nan Nan
1700 0.37319818 Nan Nan Nan
1700 0.4008623 Nan Nan Nan
1700 0.42852641 Nan Nan Nan
1700 0.45619052 Nan Nan Nan
1700 0.48385463 Nan Nan Nan
1700 0.51151875 Nan Nan Nan
1700 0.53918286 Nan Nan Nan
1700 0.56684697 Nan Nan Nan
1700 0.59451109 Nan Nan Nan
1700 0.6221752 Nan Nan Nan
1700 0.64983931 Nan Nan Nan
1700 0.67750343 Nan Nan Nan
1700 0.70516754 Nan Nan Nan
1700 0.73283165 Nan Nan Nan
1700 0.76049577 Nan Nan Nan
1700 0.78815988 Nan Nan Nan
1700 0.81582399 Nan Nan Nan
1700 0.84348811 Nan Nan Nan
1700 0.87115222 Nan Nan Nan
1700 0.89881633 Nan Nan Nan
1700 0.92648044 Nan Nan Nan
1700 0.95414456 Nan Nan Nan
1700 0.98180867 Nan Nan Nan
1700 1.00947278 Nan Nan Nan
1700 1.0371369 Nan Nan Nan
1700 1.06480101 Nan Nan Nan
1700 1.09246512 Nan Nan Nan
1700 1.12012924 Nan Nan Nan
1700 1.14779335 Nan Nan Nan
1700 1.17545746 Nan Nan Nan
1700 1.20312158 Nan Nan Nan
1700 1.23078569 Nan Nan Nan
1700 1.2584498 Nan Nan Nan
1700 1.28611392 Nan Nan Nan
1700 1.31377803 Nan Nan Nan
1700 1.34144214 Nan Nan Nan
1700 1.36910626 Nan Nan Nan
1700 1.39677037 Nan Nan Nan
1700 1.42443448 Nan Nan Nan
1700 1.45209859 Nan Nan Nan
1700 1.47976271 Nan Nan Nan
1700 1.50742682 Nan Nan Nan
1700 1.53509093 Nan Nan Nan
1700 1.56275505 Nan Nan Nan
1700 1.59041916 Nan Nan Nan
1700 1.61808327 Nan Nan Nan
1700 1.64574739 Nan Nan Nan
1700 1.6734115 Nan Nan Nan
1700 1.70107561 Nan Nan Nan
1700 1.72873973 Nan Nan Nan
1700 1.75640384 Nan Nan Nan
1700 1.78406795 Nan Nan Nan
1700 1.81173207 Nan Nan Nan
1700 1.83939618 Nan Nan Nan
1700 1.86706029 Nan Nan Nan
1700 1.8947244 Nan Nan Nan
1700 1.92238852 Nan Nan Nan
1700 1.95005263 Nan Nan Nan
1700 1.97771674 Nan Nan Nan
1700 2.00538086 Nan Nan Nan
1700 2.03304497 Nan Nan Nan
1700 2.06070908 Nan Nan Nan
1700 2.0883732 Nan Nan Nan
1700 2.11603731 Nan Nan Nan
1700 2.14370142 Nan Nan Nan
1700 2.17136554 Nan Nan Nan
1700 2.19902965 Nan Nan Nan
1700 2.22669376 Nan Nan Nan
1700 2.25435788 Nan Nan Nan
1700 2.28202199 Nan Nan Nan
1700 2.3096861 Nan Nan Nan
1700 2.33735021 Nan Nan Nan
1700 2.36501433 Nan Nan Nan
1700 2.39267844 Nan Nan Nan
1700 2.42034255 Nan Nan Nan
1700 2.44800667 Nan Nan Nan
1700 2.47567078 Nan Nan Nan
1700 2.50333489 Nan Nan Nan
1700 2.53099901 Nan Nan Nan
1700 2.55866312 Nan Nan Nan
1700 2.58632723 Nan Nan Nan
1700 2.61399135 Nan Nan Nan
1700 2.64165546 Nan Nan Nan
1700 2.66931957 Nan Nan Nan
1700 2.69698369 Nan Nan Nan
1700 2.7246478 Nan Nan Nan
1700 2.75231191 Nan Nan Nan
1700 2.77997602 Nan Nan Nan
1700 2.80764014 Nan Nan Nan
1700 2.83530425 Nan Nan Nan
1700 2.86296836 Nan Nan Nan
1700 2.89063248 Nan Nan Nan
1700 2.91829659 Nan Nan Nan
1700 2.9459607 Nan Nan Nan
1700 2.97312785 Nan Nan Nan
1700 3.00236903 Nan Nan Nan
1700 3.02976498 Nan Nan Nan
1700 3.05553482 Nan Nan Nan
1700 3.07986082 Nan Nan Nan
1700 3.10289622 Nan Nan Nan
1700 3.12477111 Nan Nan Nan
1700 3.14559681 Nan Nan Nan
1700 3.1654694 Nan Nan Nan
1700 3.18447229 Nan Nan Nan
1700 3.20267845 Nan Nan Nan
1700 3.22015198 Nan Nan Nan
1700 3.23694959 Nan Nan Nan
1700 3.25312162 Nan Nan Nan
1700 3.26871301 Nan Nan Nan
1700 3.283764 Nan Nan Nan
1700 3.2983108 Nan Nan Nan
1700 3.31238611 Nan Nan Nan
1700 3.32601953 Nan Nan Nan
1700 3.33923795 Nan Nan Nan
1700 3.35206591 Nan Nan Nan
1700 3.36452581 Nan Nan Nan
1700 3.37663819 Nan Nan Nan
1700 3.38842189 Nan Nan Nan
1700 3.3998943 Nan Nan Nan
1700 3.41107144 Nan Nan Nan
1700 3.42196812 Nan Nan Nan
1700 3.43259807 Nan Nan Nan
1700 3.44297404 Nan Nan Nan
1700 3.45310789 Nan Nan Nan
1700 3.46301066 Nan Nan Nan
1700 3.47269265 Nan Nan Nan
1700 3.4821635 Nan Nan Nan
1700 3.49143221 Nan Nan Nan
1700 3.50050723 Nan Nan Nan
1700 3.50939649 Nan Nan Nan
1700 3.51810745 Nan Nan Nan
1700 3.52664712 Nan Nan Nan
1700 3.53502211 Nan Nan Nan
1700 3.54323864 Nan Nan Nan
1700 3.5513026 Nan Nan Nan
1700 3.55921955 Nan Nan Nan
1700 3.56699477 Nan Nan Nan
1700 3.57463323 Nan Nan Nan
1700 3.58213966 Nan Nan Nan
1700 3.58951855 Nan Nan Nan
1700 3.59677416 Nan Nan Nan
1700 3.60391054 Nan Nan Nan
1700 3.61093155 Nan Nan Nan
1700 3.61784086 Nan Nan Nan
1700 3.62464196 Nan Nan Nan
1700 3.6313382 Nan Nan Nan
1700 3.63793276 Nan Nan Nan
1700 3.64442868 Nan Nan Nan
1700 3.65082886 Nan Nan Nan
1700 3.6571361 Nan Nan Nan
1700 3.66335304 Nan Nan Nan
1700 3.66948225 Nan Nan Nan
1700 3.67552615 Nan Nan Nan
1700 3.6814871 Nan Nan Nan
1700 3.68736733 Nan Nan Nan
1700 3.69316902 Nan Nan Nan
1700 3.69889421 Nan Nan Nan
1700 3.70454492 Nan Nan Nan
1700 3.71012305 Nan Nan Nan
1700 3.71563043 Nan Nan Nan
1700 3.72106886 Nan Nan Nan
1700 3.72644002 Nan Nan Nan
1700 3.73174556 Nan Nan Nan
1700 3.73698707 Nan Nan Nan
1700 3.74216607 Nan Nan Nan
1700 3.74728404 Nan Nan Nan
1700 3.7523424 Nan Nan Nan
1700 3.75734252 Nan Nan Nan
1700 3.76228573 Nan Nan Nan
1700 3.7671733 Nan Nan Nan
1700 3.77200649 Nan Nan Nan
1700 3.77678647 Nan Nan Nan
1700 3.78151442 Nan Nan Nan
1700 3.78619145 Nan Nan Nan
1700 3.79081865 Nan Nan Nan
1700 3.79539707 Nan Nan Nan
1700 3.79992772 Nan Nan Nan
1700 3.8044116 Nan Nan Nan
1700 3.80884966 Nan Nan Nan
1700 3.81324282 Nan Nan Nan
1700 3.81759199 Nan Nan Nan
1700 3.82189803 Nan Nan Nan
1700 3.8261618 Nan Nan Nan
1700 3.83038412 Nan Nan Nan
1700 3.83456578 Nan Nan Nan
1700 3.83870756 Nan Nan Nan
1700 3.84281021 Nan Nan Nan
1700 3.84687447 Nan Nan Nan
1700 3.85090104 Nan Nan Nan
1700 3.85489063 Nan Nan Nan
1700 3.8588439 Nan Nan Nan
1700 3.86276151 Nan Nan Nan
1700 3.8666441 Nan Nan Nan
1700 3.87049228 Nan Nan Nan
1700 3.87430667 Nan Nan Nan
1700 3.87808784 Nan Nan Nan
1700 3.88183638 Nan Nan Nan
1700 3.88555284 Nan Nan Nan
1700 3.88923776 Nan Nan Nan
1700 3.89289168 Nan Nan Nan
1700 3.89651512 Nan Nan Nan
1700 3.90010858 Nan Nan Nan
1700 3.90367254 Nan Nan Nan
1700 3.9072075 Nan Nan Nan
1700 3.91071391 Nan Nan Nan
1700 3.91419225 Nan Nan Nan
1700 3.91764294 Nan Nan Nan
1700 3.92106644 Nan Nan Nan
1700 3.92446315 Nan Nan Nan
1700 3.92783351 Nan Nan Nan
1700 3.93117791 Nan Nan Nan
1700 3.93449676 Nan Nan Nan
1700 3.93779043 Nan Nan Nan
1700 3.94105931 Nan Nan Nan
1700 3.94430378 Nan Nan Nan
1700 3.94752418 Nan Nan Nan
1700 3.95072088 Nan Nan Nan
1700 3.95389422 Nan Nan Nan
1700 3.95704454 Nan Nan Nan
1700 3.96017218 Nan Nan Nan
1700 3.96327745 Nan Nan Nan
1700 3.96636068 Nan Nan Nan
1700 3.96942217 Nan Nan Nan
1700 3.97246223 Nan Nan Nan
1700 3.97548116 Nan Nan Nan
1700 3.97847924 Nan Nan Nan
1700 3.98145677 Nan Nan Nan
1700 3.98441403 Nan Nan Nan
1700 3.98735129 Nan Nan Nan
1700 3.99026881 Nan Nan Nan
1700 3.99316687 Nan Nan Nan
1700 3.99604571 Nan Nan Nan
1700 3.9989056 Nan Nan Nan
1700 4.00174678 Nan Nan Nan
1700 4.00456949 Nan Nan Nan
1700 4.00737397 Nan Nan Nan
1700 4.01016046 Nan Nan Nan
1700 4.01292918 Nan Nan Nan
1700 4.01568037 Nan Nan Nan
1700 4.01841424 Nan Nan Nan
1700 4.021131 Nan Nan Nan
1700 4.02383088 Nan Nan Nan
1700 4.02651407 Nan Nan Nan
1700 4.02918079 Nan Nan Nan
1800 -4.0 -4.87077197 1.29613534 0.09181263
1800 -3.95750289 -4.82829733 1.29611911 0.09140841
1800 -3.91500579 -4.78574414 1.29609358 0.09100483
1800 -3.87250868 -4.74327369 1.29606785 0.0906022
1800 -3.83001158 -4.70079384 1.2960445 0.0901995
1800 -3.78751447 -4.65828176 1.296022 0.08979649
1800 -3.74501736 -4.61575985 1.29599543 0.08939275
1800 -3.70252026 -4.57330013 1.29596484 0.08898853
1800 -3.66002315 -4.53082538 1.29593452 0.08858392
1800 -3.61752605 -4.48834369 1.29590901 0.08817926
1800 -3.57502894 -4.44586361 1.29589201 0.08777469
1800 -3.53253183 -4.4033846 1.29588319 0.08737023
1800 -3.49003473 -4.36090612 1.29587904 0.08696581
1800 -3.44753762 -4.31842768 1.29587593 0.08656136
1800 -3.40504051 -4.27594876 1.29587026 0.08615683
1800 -3.36254341 -4.23346888 1.29585912 0.08575215
1800 -3.3200463 -4.19098801 1.29584365 0.08534742
1800 -3.2775492 -4.14850621 1.29582642 0.08494278
1800 -3.23505209 -4.10602355 1.29580997 0.08453836
1800 -3.19255498 -4.06354012 1.29579688 0.08413427
1800 -3.15005788 -4.02105671 1.2957887 0.08373062
1800 -3.10756077 -3.97857579 1.29578438 0.08332741
1800 -3.06506367 -3.9361001 1.29578257 0.08292467
1800 -3.02256656 -3.89363235 1.29578194 0.0825224
1800 -2.98006945 -3.85117515 1.2957811 0.08212058
1800 -2.93757235 -3.80872822 1.2957792 0.08171897
1800 -2.89507524 -3.76628817 1.29577598 0.08131704
1800 -2.85257814 -3.72385142 1.29577112 0.08091424
1800 -2.81008103 -3.68141441 1.29576431 0.08051006
1800 -2.76758392 -3.63897416 1.29575539 0.08010407
1800 -2.72508682 -3.59653257 1.29574479 0.07969664
1800 -2.68258971 -3.55409397 1.2957333 0.07928854
1800 -2.6400926 -3.51166268 1.29572173 0.07888051
1800 -2.5975955 -3.46924306 1.29571089 0.07847328
1800 -2.55509839 -3.42683839 1.29570162 0.07806737
1800 -2.51260129 -3.38444843 1.29569517 0.07766264
1800 -2.47010418 -3.34207216 1.29569277 0.0772588
1800 -2.42760707 -3.29970859 1.29569568 0.07685558
1800 -2.38510997 -3.25735674 1.29570513 0.07645271
1800 -2.34261286 -3.21501703 1.2957209 0.07605002
1800 -2.30011576 -3.17269202 1.2957406 0.0756475
1800 -2.25761865 -3.1303844 1.29576168 0.07524514
1800 -2.21512154 -3.08809689 1.29578157 0.07484293
1800 -2.17262444 -3.04583211 1.29579796 0.07444086
1800 -2.13012733 -3.003592 1.29581146 0.07403886
1800 -2.08763023 -2.96137796 1.29582471 0.07363679
1800 -2.04513312 -2.91919141 1.29584041 0.07323454
1800 -2.00263601 -2.87703372 1.29586124 0.07283197
1800 -1.96013891 -2.83490683 1.29588923 0.07242901
1800 -1.9176418 -2.79281502 1.29592363 0.07202575
1800 -1.8751447 -2.75076329 1.29596275 0.07162233
1800 -1.83264759 -2.70875668 1.29600488 0.07121889
1800 -1.79015048 -2.6668002 1.29604836 0.07081557
1800 -1.74765338 -2.62489935 1.29609289 0.07041248
1800 -1.70515627 -2.58306073 1.29614062 0.07000968
1800 -1.66265916 -2.541291 1.29619418 0.06960719
1800 -1.62016206 -2.49959684 1.29625619 0.06920506
1800 -1.57766495 -2.457985 1.2963291 0.06880334
1800 -1.53516785 -2.41646321 1.29641419 0.06840197
1800 -1.49267074 -2.37504013 1.29651158 0.06800087
1800 -1.45017363 -2.33372446 1.29662129 0.06759992
1800 -1.40767653 -2.29252492 1.29674333 0.06719903
1800 -1.36517942 -2.25145057 1.29687789 0.06679814
1800 -1.32268232 -2.2105131 1.29702556 0.06639746
1800 -1.28018521 -2.16972528 1.29718721 0.06599732
1800 -1.2376881 -2.12909988 1.29736372 0.06559804
1800 -1.195191 -2.08864968 1.29755595 0.06519993
1800 -1.15269389 -2.04838855 1.29776531 0.06480313
1800 -1.11019679 -2.00833347 1.29799489 0.06440724
1800 -1.06769968 -1.96850198 1.298248 0.06401181
1800 -1.02520257 -1.92891161 1.29852799 0.06361638
1800 -0.98270547 -1.88958 1.2988382 0.06322051
1800 -0.94020836 -1.85052797 1.29918159 0.06282413
1800 -0.89771125 -1.81178044 1.29956063 0.06242759
1800 -0.85521415 -1.77336259 1.2999778 0.06203126
1800 -0.81271704 -1.7352996 1.30043553 0.06163552
1800 -0.77021994 -1.69761646 1.30093653 0.06124071
1800 -0.72772283 -1.66033624 1.30148573 0.0608471
1800 -0.68522572 -1.62348083 1.30208938 0.0604549
1800 -0.64272862 -1.58707215 1.30275379 0.06006433
1800 -0.60023151 -1.5511321 1.30348524 0.05967558
1800 -0.55773441 -1.51568286 1.30429011 0.05928879
1800 -0.5152373 -1.48074788 1.30517546 0.05890376
1800 -0.47274019 -1.44635092 1.30614844 0.05852027
1800 -0.43024309 -1.41251569 1.30721621 0.05813806
1800 -0.38774598 -1.37926589 1.30838601 0.0577569
1800 -0.34524888 -1.34662005 1.30966866 0.05737672
1800 -0.30275177 -1.31458758 1.31108126 0.05699773
1800 -0.26025466 -1.28317706 1.31264157 0.05662016
1800 -0.21775756 -1.25239701 1.31436733 0.05624423
1800 -0.17526045 -1.22225573 1.31627568 0.05587016
1800 -0.13276335 -1.1927578 1.3183743 0.05549795
1800 -0.09026624 -1.16391033 1.32066247 0.05512748
1800 -0.04776913 -1.13571986 1.32313931 0.05475882
1800 -0.00527203 -1.10814147 1.32581014 0.05439171
1800 0.03722508 -1.08121939 1.32867177 0.05402605
1800 0.07972219 -1.05495177 1.33174061 0.05366172
1800 0.12221929 -1.02930882 1.33504098 0.05329911
1800 0.1647164 -1.00421168 1.33860607 0.05293757
1800 0.2072135 -0.97973276 1.34244224 0.05257772
1800 0.23487762 Nan Nan Nan
1800 0.26254173 Nan Nan Nan
1800 0.29020584 Nan Nan Nan
1800 0.31786996 Nan Nan Nan
1800 0.34553407 Nan Nan Nan
1800 0.37319818 Nan Nan Nan
1800 0.4008623 Nan Nan Nan
1800 0.42852641 Nan Nan Nan
1800 0.45619052 Nan Nan Nan
1800 0.48385463 Nan Nan Nan
1800 0.51151875 Nan Nan Nan
1800 0.53918286 Nan Nan Nan
1800 0.56684697 Nan Nan Nan
1800 0.59451109 Nan Nan Nan
1800 0.6221752 Nan Nan Nan
1800 0.64983931 Nan Nan Nan
1800 0.67750343 Nan Nan Nan
1800 0.70516754 Nan Nan Nan
1800 0.73283165 Nan Nan Nan
1800 0.76049577 Nan Nan Nan
1800 0.78815988 Nan Nan Nan
1800 0.81582399 Nan Nan Nan
1800 0.84348811 Nan Nan Nan
1800 0.87115222 Nan Nan Nan
1800 0.89881633 Nan Nan Nan
1800 0.92648044 Nan Nan Nan
1800 0.95414456 Nan Nan Nan
1800 0.98180867 Nan Nan Nan
1800 1.00947278 Nan Nan Nan
1800 1.0371369 Nan Nan Nan
1800 1.06480101 Nan Nan Nan
1800 1.09246512 Nan Nan Nan
1800 1.12012924 Nan Nan Nan
1800 1.14779335 Nan Nan Nan
1800 1.17545746 Nan Nan Nan
1800 1.20312158 Nan Nan Nan
1800 1.23078569 Nan Nan Nan
1800 1.2584498 Nan Nan Nan
1800 1.28611392 Nan Nan Nan
1800 1.31377803 Nan Nan Nan
1800 1.34144214 Nan Nan Nan
1800 1.36910626 Nan Nan Nan
1800 1.39677037 Nan Nan Nan
1800 1.42443448 Nan Nan Nan
1800 1.45209859 Nan Nan Nan
1800 1.47976271 Nan Nan Nan
1800 1.50742682 Nan Nan Nan
1800 1.53509093 Nan Nan Nan
1800 1.56275505 Nan Nan Nan
1800 1.59041916 Nan Nan Nan
1800 1.61808327 Nan Nan Nan
1800 1.64574739 Nan Nan Nan
1800 1.6734115 Nan Nan Nan
1800 1.70107561 Nan Nan Nan
1800 1.72873973 Nan Nan Nan
1800 1.75640384 Nan Nan Nan
1800 1.78406795 Nan Nan Nan
1800 1.81173207 Nan Nan Nan
1800 1.83939618 Nan Nan Nan
1800 1.86706029 Nan Nan Nan
1800 1.8947244 Nan Nan Nan
1800 1.92238852 Nan Nan Nan
1800 1.95005263 Nan Nan Nan
1800 1.97771674 Nan Nan Nan
1800 2.00538086 Nan Nan Nan
1800 2.03304497 Nan Nan Nan
1800 2.06070908 Nan Nan Nan
1800 2.0883732 Nan Nan Nan
1800 2.11603731 Nan Nan Nan
1800 2.14370142 Nan Nan Nan
1800 2.17136554 Nan Nan Nan
1800 2.19902965 Nan Nan Nan
1800 2.22669376 Nan Nan Nan
1800 2.25435788 Nan Nan Nan
1800 2.28202199 Nan Nan Nan
1800 2.3096861 Nan Nan Nan
1800 2.33735021 Nan Nan Nan
1800 2.36501433 Nan Nan Nan
1800 2.39267844 Nan Nan Nan
1800 2.42034255 Nan Nan Nan
1800 2.44800667 Nan Nan Nan
1800 2.47567078 Nan Nan Nan
1800 2.50333489 Nan Nan Nan
1800 2.53099901 Nan Nan Nan
1800 2.55866312 Nan Nan Nan
1800 2.58632723 Nan Nan Nan
1800 2.61399135 Nan Nan Nan
1800 2.64165546 Nan Nan Nan
1800 2.66931957 Nan Nan Nan
1800 2.69698369 Nan Nan Nan
1800 2.7246478 Nan Nan Nan
1800 2.75231191 Nan Nan Nan
1800 2.77997602 Nan Nan Nan
1800 2.80764014 Nan Nan Nan
1800 2.83530425 Nan Nan Nan
1800 2.86296836 Nan Nan Nan
1800 2.89063248 Nan Nan Nan
1800 2.91829659 Nan Nan Nan
1800 2.9459607 Nan Nan Nan
1800 2.97312785 Nan Nan Nan
1800 3.00236903 Nan Nan Nan
1800 3.02976498 Nan Nan Nan
1800 3.05553482 Nan Nan Nan
1800 3.07986082 Nan Nan Nan
1800 3.10289622 Nan Nan Nan
1800 3.12477111 Nan Nan Nan
1800 3.14559681 Nan Nan Nan
1800 3.1654694 Nan Nan Nan
1800 3.18447229 Nan Nan Nan
1800 3.20267845 Nan Nan Nan
1800 3.22015198 Nan Nan Nan
1800 3.23694959 Nan Nan Nan
1800 3.25312162 Nan Nan Nan
1800 3.26871301 Nan Nan Nan
1800 3.283764 Nan Nan Nan
1800 3.2983108 Nan Nan Nan
1800 3.31238611 Nan Nan Nan
1800 3.32601953 Nan Nan Nan
1800 3.33923795 Nan Nan Nan
1800 3.35206591 Nan Nan Nan
1800 3.36452581 Nan Nan Nan
1800 3.37663819 Nan Nan Nan
1800 3.38842189 Nan Nan Nan
1800 3.3998943 Nan Nan Nan
1800 3.41107144 Nan Nan Nan
1800 3.42196812 Nan Nan Nan
1800 3.43259807 Nan Nan Nan
1800 3.44297404 Nan Nan Nan
1800 3.45310789 Nan Nan Nan
1800 3.46301066 Nan Nan Nan
1800 3.47269265 Nan Nan Nan
1800 3.4821635 Nan Nan Nan
1800 3.49143221 Nan Nan Nan
1800 3.50050723 Nan Nan Nan
1800 3.50939649 Nan Nan Nan
1800 3.51810745 Nan Nan Nan
1800 3.52664712 Nan Nan Nan
1800 3.53502211 Nan Nan Nan
1800 3.54323864 Nan Nan Nan
1800 3.5513026 Nan Nan Nan
1800 3.55921955 Nan Nan Nan
1800 3.56699477 Nan Nan Nan
1800 3.57463323 Nan Nan Nan
1800 3.58213966 Nan Nan Nan
1800 3.58951855 Nan Nan Nan
1800 3.59677416 Nan Nan Nan
1800 3.60391054 Nan Nan Nan
1800 3.61093155 Nan Nan Nan
1800 3.61784086 Nan Nan Nan
1800 3.62464196 Nan Nan Nan
1800 3.6313382 Nan Nan Nan
1800 3.63793276 Nan Nan Nan
1800 3.64442868 Nan Nan Nan
1800 3.65082886 Nan Nan Nan
1800 3.6571361 Nan Nan Nan
1800 3.66335304 Nan Nan Nan
1800 3.66948225 Nan Nan Nan
1800 3.67552615 Nan Nan Nan
1800 3.6814871 Nan Nan Nan
1800 3.68736733 Nan Nan Nan
1800 3.69316902 Nan Nan Nan
1800 3.69889421 Nan Nan Nan
1800 3.70454492 Nan Nan Nan
1800 3.71012305 Nan Nan Nan
1800 3.71563043 Nan Nan Nan
1800 3.72106886 Nan Nan Nan
1800 3.72644002 Nan Nan Nan
1800 3.73174556 Nan Nan Nan
1800 3.73698707 Nan Nan Nan
1800 3.74216607 Nan Nan Nan
1800 3.74728404 Nan Nan Nan
1800 3.7523424 Nan Nan Nan
1800 3.75734252 Nan Nan Nan
1800 3.76228573 Nan Nan Nan
1800 3.7671733 Nan Nan Nan
1800 3.77200649 Nan Nan Nan
1800 3.77678647 Nan Nan Nan
1800 3.78151442 Nan Nan Nan
1800 3.78619145 Nan Nan Nan
1800 3.79081865 Nan Nan Nan
1800 3.79539707 Nan Nan Nan
1800 3.79992772 Nan Nan Nan
1800 3.8044116 Nan Nan Nan
1800 3.80884966 Nan Nan Nan
1800 3.81324282 Nan Nan Nan
1800 3.81759199 Nan Nan Nan
1800 3.82189803 Nan Nan Nan
1800 3.8261618 Nan Nan Nan
1800 3.83038412 Nan Nan Nan
1800 3.83456578 Nan Nan Nan
1800 3.83870756 Nan Nan Nan
1800 3.84281021 Nan Nan Nan
1800 3.84687447 Nan Nan Nan
1800 3.85090104 Nan Nan Nan
1800 3.85489063 Nan Nan Nan
1800 3.8588439 Nan Nan Nan
1800 3.86276151 Nan Nan Nan
1800 3.8666441 Nan Nan Nan
1800 3.87049228 Nan Nan Nan
1800 3.87430667 Nan Nan Nan
1800 3.87808784 Nan Nan Nan
1800 3.88183638 Nan Nan Nan
1800 3.88555284 Nan Nan Nan
1800 3.88923776 Nan Nan Nan
1800 3.89289168 Nan Nan Nan
1800 3.89651512 Nan Nan Nan
1800 3.90010858 Nan Nan Nan
1800 3.90367254 Nan Nan Nan
1800 3.9072075 Nan Nan Nan
1800 3.91071391 Nan Nan Nan
1800 3.91419225 Nan Nan Nan
1800 3.91764294 Nan Nan Nan
1800 3.92106644 Nan Nan Nan
1800 3.92446315 Nan Nan Nan
1800 3.92783351 Nan Nan Nan
1800 3.93117791 Nan Nan Nan
1800 3.93449676 Nan Nan Nan
1800 3.93779043 Nan Nan Nan
1800 3.94105931 Nan Nan Nan
1800 3.94430378 Nan Nan Nan
1800 3.94752418 Nan Nan Nan
1800 3.95072088 Nan Nan Nan
1800 3.95389422 Nan Nan Nan
1800 3.95704454 Nan Nan Nan
1800 3.96017218 Nan Nan Nan
1800 3.96327745 Nan Nan Nan
1800 3.96636068 Nan Nan Nan
1800 3.96942217 Nan Nan Nan
1800 3.97246223 Nan Nan Nan
1800 3.97548116 Nan Nan Nan
1800 3.97847924 Nan Nan Nan
1800 3.98145677 Nan Nan Nan
1800 3.98441403 Nan Nan Nan
1800 3.98735129 Nan Nan Nan
1800 3.99026881 Nan Nan Nan
1800 3.99316687 Nan Nan Nan
1800 3.99604571 Nan Nan Nan
1800 3.9989056 Nan Nan Nan
1800 4.00174678 Nan Nan Nan
1800 4.00456949 Nan Nan Nan
1800 4.00737397 Nan Nan Nan
1800 4.01016046 Nan Nan Nan
1800 4.01292918 Nan Nan Nan
1800 4.01568037 Nan Nan Nan
1800 4.01841424 Nan Nan Nan
1800 4.021131 Nan Nan Nan
1800 4.02383088 Nan Nan Nan
1800 4.02651407 Nan Nan Nan
1800 4.02918079 Nan Nan Nan
1900 -4.0 -4.89430658 1.32425186 0.09274645
1900 -3.95750289 -4.85182712 1.32417897 0.09234311
1900 -3.91500579 -4.80926511 1.32410037 0.09194095
1900 -3.87250868 -4.76678592 1.32402397 0.09153961
1900 -3.83001158 -4.72429907 1.32395236 0.0911375
1900 -3.78751447 -4.68178393 1.32388856 0.09073336
1900 -3.74501736 -4.63926257 1.32382938 0.09032652
1900 -3.70252026 -4.59680519 1.32377162 0.0899182
1900 -3.66002315 -4.55433312 1.32371715 0.08950964
1900 -3.61752605 -4.51185308 1.32366865 0.08910231
1900 -3.57502894 -4.46937232 1.32362793 0.08869732
1900 -3.53253183 -4.42688998 1.32359385 0.08829455
1900 -3.49003473 -4.38440611 1.32356298 0.08789294
1900 -3.44753762 -4.34192081 1.32353182 0.08749136
1900 -3.40504051 -4.29943413 1.32349683 0.08708872
1900 -3.36254341 -4.25694627 1.32345548 0.0866842
1900 -3.3200463 -4.21445797 1.32341 0.08627814
1900 -3.2775492 -4.1719702 1.32336448 0.08587132
1900 -3.23505209 -4.12948391 1.32332301 0.0854645
1900 -3.19255498 -4.08700008 1.32328966 0.08505844
1900 -3.15005788 -4.04451957 1.32326659 0.08465361
1900 -3.10756077 -4.00204324 1.32325145 0.08424986
1900 -3.06506367 -3.95957185 1.32324121 0.08384694
1900 -3.02256656 -3.91710617 1.32323283 0.08344462
1900 -2.98006945 -3.87464699 1.32322332 0.08304266
1900 -2.93757235 -3.83219408 1.32321107 0.08264068
1900 -2.89507524 -3.78974603 1.32319605 0.08223818
1900 -2.85257814 -3.7473015 1.32317824 0.08183464
1900 -2.81008103 -3.70485913 1.32315762 0.08142957
1900 -2.76758392 -3.66241774 1.32313441 0.08102259
1900 -2.72508682 -3.61997874 1.32310962 0.08061416
1900 -2.68258971 -3.57754474 1.32308478 0.08020517
1900 -2.6400926 -3.53511829 1.32306148 0.07979651
1900 -2.5975955 -3.49270198 1.32304129 0.07938903
1900 -2.55509839 -3.45029773 1.3230254 0.07898331
1900 -2.51260129 -3.40790478 1.32301443 0.07857914
1900 -2.47010418 -3.36552195 1.32300869 0.07817609
1900 -2.42760707 -3.32314806 1.32300845 0.07777376
1900 -2.38510997 -3.28078194 1.32301407 0.07737176
1900 -2.34261286 -3.23842441 1.3230249 0.07696981
1900 -2.30011576 -3.1960792 1.32303879 0.07656776
1900 -2.25761865 -3.15375028 1.32305355 0.07616548
1900 -2.21512154 -3.11144165 1.32306698 0.07576286
1900 -2.17262444 -3.06915709 1.32307706 0.07535978
1900 -2.13012733 -3.02689872 1.32308445 0.07495627
1900 -2.08763023 -2.98466745 1.32309164 0.07455245
1900 -2.04513312 -2.94246414 1.32310112 0.07414844
