T(K) logP(GPa) logrho(g/cm^3) logE(MJ/kg) S(MJ/kg/K)
10200 3.78151442 0.643258 3.08128025 0.04617116
10200 3.78619145 0.64564034 3.08379391 0.04611602
10200 3.79081865 0.64799848 3.08628209 0.04606151
10200 3.79539707 0.65033285 3.08874516 0.04600762
10200 3.79992772 0.65264384 3.09118348 0.04595429
10200 3.8044116 0.65493187 3.09359739 0.04590152
10200 3.80884966 0.65719732 3.09598723 0.04584928
10200 3.81324282 0.65944058 3.09835336 0.04579754
10200 3.81759199 0.66166201 3.10069608 0.04574627
10200 3.82189803 0.66386198 3.10301574 0.04569544
10200 3.8261618 0.66604086 3.10531258 0.04564502
10200 3.83038412 0.66819906 3.10758682 0.04559493
10200 3.83456578 0.67033694 3.10983864 0.04554509
10200 3.83870756 0.67245487 3.11206825 0.04549545
10200 3.84281021 0.67455322 3.11427584 0.04544594
10200 3.84687447 0.67663233 3.11646161 0.04539648
10200 3.85090104 0.67869254 3.11862575 0.04534702
10200 3.85489063 0.68073419 3.12076846 0.0452975
10200 3.8588439 0.68275759 3.12288992 0.04524786
10200 3.86276151 0.68476306 3.12499035 0.04519805
10200 3.8666441 0.68675088 3.12706997 0.04514803
10200 3.87049228 0.68872135 3.12912899 0.04509775
10200 3.87430667 0.69067474 3.13116762 0.04504717
10200 3.87808784 0.69261132 3.13318607 0.04499626
10200 3.88183638 0.69453138 3.13518455 0.04494496
10200 3.88555284 0.69643515 3.13716326 0.04489326
10200 3.88923776 0.69832291 3.13912241 0.0448411
10200 3.89289168 0.7001949 3.1410622 0.04478845
10200 3.89651512 0.70205138 3.14298296 0.04473531
10200 3.90010858 0.70389261 3.14488508 0.0446817
10200 3.90367254 0.70571885 3.14676892 0.04462764
10200 3.9072075 0.70753035 3.14863487 0.04457315
10200 3.91071391 0.70932735 3.15048328 0.04451824
10200 3.91419225 0.71111008 3.1523145 0.04446293
10200 3.91764294 0.71287878 3.15412887 0.04440724
10200 3.92106644 0.71463368 3.15592672 0.04435119
10200 3.92446315 0.71637499 3.15770836 0.04429478
10200 3.92783351 0.71810292 3.15947412 0.04423805
10200 3.93117791 0.7198177 3.16122431 0.044181
10200 3.93449676 0.72151952 3.16295921 0.04412365
10200 3.93779043 0.72320858 3.16467915 0.04406603
10200 3.94105931 0.72488509 3.16638439 0.04400814
10200 3.94430378 0.72654923 3.16807522 0.04395
10200 3.94752418 0.72820119 3.16975191 0.04389164
10200 3.95072088 0.72984116 3.17141473 0.04383306
10200 3.95389422 0.7314693 3.17306394 0.04377428
10200 3.95704454 0.7330858 3.17469979 0.04371532
10200 3.96017218 0.73469083 3.17632252 0.04365618
10200 3.96327745 0.73628456 3.17793237 0.04359689
10200 3.96636068 0.73786715 3.17952957 0.04353746
10200 3.96942217 0.73943875 3.18111435 0.0434779
10200 3.97246223 0.74099953 3.18268692 0.04341822
10200 3.97548116 0.74254964 3.18424751 0.04335843
10200 3.97847924 0.74408923 3.1857963 0.04329855
10200 3.98145677 0.74561844 3.18733353 0.04323858
10200 3.98441403 0.74713743 3.18885937 0.04317855
10200 3.98735129 0.74864633 3.19037403 0.04311846
10200 3.99026881 0.75014527 3.19187769 0.04305831
10200 3.99316687 0.7516344 3.19337053 0.04299813
10200 3.99604571 0.75311385 3.19485273 0.04293792
10200 3.9989056 0.75458374 3.19632445 0.04287768
10200 4.00174678 0.7560442 3.19778587 0.04281742
10200 4.00456949 0.75749535 3.19923713 0.04275716
10200 4.00737397 0.75893732 3.20067841 0.0426969
10200 4.01016046 0.76037022 3.20210986 0.04263664
10200 4.01292918 0.76179418 3.20353162 0.0425764
10200 4.01568037 0.76320931 3.20494385 0.04251617
10200 4.01841424 0.76461571 3.2063467 0.04245598
10200 4.021131 0.7660135 3.2077403 0.04239582
10200 4.02383088 0.76740279 3.20912479 0.0423357
10200 4.02651407 0.76878369 3.21050031 0.04227563
10200 4.02918079 0.77015629 3.21186699 0.04221562
10300 -4.0 -5.94143709 2.5828283 0.19161681
10300 -3.95750289 -5.89835817 2.58058046 0.19057785
10300 -3.91500579 -5.85527804 2.57849883 0.18955307
10300 -3.87250868 -5.8123076 2.57650786 0.18854004
10300 -3.83001158 -5.76933597 2.57459999 0.18753599
10300 -3.78751447 -5.72633795 2.5727461 0.18654282
10300 -3.74501736 -5.68334717 2.57096235 0.18556069
10300 -3.70252026 -5.6404337 2.56925212 0.18458723
10300 -3.66002315 -5.59751724 2.56761026 0.18362077
10300 -3.61752605 -5.55460621 2.56603979 0.18266046
10300 -3.57502894 -5.5117093 2.56454293 0.18170489
10300 -3.53253183 -5.46882709 2.5631172 0.18075426
10300 -3.49003473 -5.42596107 2.56175681 0.17981009
10300 -3.44753762 -5.38311277 2.56045574 0.17887385
10300 -3.40504051 -5.34028372 2.55920795 0.17794703
10300 -3.36254341 -5.29747477 2.5580082 0.17703059
10300 -3.3200463 -5.25468335 2.5568548 0.17612288
10300 -3.2775492 -5.21190558 2.55574754 0.17522137
10300 -3.23505209 -5.16913759 2.55468615 0.17432357
10300 -3.19255498 -5.12637549 2.55367037 0.17342703
10300 -3.15005788 -5.08361744 2.55269962 0.17253037
10300 -3.10756077 -5.04086619 2.55177279 0.1716347
10300 -3.06506367 -4.9981253 2.55088861 0.17074141
10300 -3.02256656 -4.95539832 2.55004586 0.1698519
10300 -2.98006945 -4.91268854 2.54924315 0.1689675
10300 -2.93757235 -4.86999537 2.54847701 0.16808847
10300 -2.89507524 -4.82731399 2.54774176 0.16721398
10300 -2.85257814 -4.78463925 2.54703149 0.16634315
10300 -2.81008103 -4.74196603 2.54634028 0.16547511
10300 -2.76758392 -4.69928963 2.54566301 0.16460906
10300 -2.72508682 -4.65660787 2.54499944 0.16374457
10300 -2.68258971 -4.61391996 2.54435199 0.16288138
10300 -2.6400926 -4.57122514 2.54372314 0.16201924
10300 -2.5975955 -4.5285226 2.54311533 0.16115791
10300 -2.55509839 -4.48581222 2.54252972 0.16029716
10300 -2.51260129 -4.44309595 2.54196376 0.15943694
10300 -2.47010418 -4.40037626 2.54141388 0.15857715
10300 -2.42760707 -4.35765556 2.54087655 0.15771774
10300 -2.38510997 -4.31493625 2.54034823 0.15685864
10300 -2.34261286 -4.27221815 2.53982452 0.15599998
10300 -2.30011576 -4.22949732 2.53929983 0.15514208
10300 -2.25761865 -4.18676947 2.53876843 0.1542853
10300 -2.21512154 -4.14403033 2.53822459 0.15343002
10300 -2.17262444 -4.10127566 2.53766302 0.15257649
10300 -2.13012733 -4.05850188 2.53708282 0.15172424
10300 -2.08763023 -4.01570592 2.53648619 0.15087232
10300 -2.04513312 -3.97288465 2.53587544 0.15001974
10300 -2.00263601 -3.93003493 2.53525289 0.14916556
10300 -1.96013891 -3.88715403 2.53461923 0.14830901
10300 -1.9176418 -3.8442402 2.53396777 0.14744981
10300 -1.8751447 -3.80129219 2.53328948 0.14658792
10300 -1.83264759 -3.75830881 2.5325753 0.14572328
10300 -1.79015048 -3.71528887 2.5318162 0.14485581
10300 -1.74765338 -3.67223024 2.53100501 0.14398518
10300 -1.70515627 -3.62912915 2.53013831 0.14311056
10300 -1.66265916 -3.58598148 2.5292132 0.14223106
10300 -1.62016206 -3.54278309 2.52822678 0.1413458
10300 -1.57766495 -3.49952979 2.527176 0.140454
10300 -1.53516785 -3.45621542 2.52605443 0.13955565
10300 -1.49267074 -3.41283194 2.52485248 0.13865144
10300 -1.45017363 -3.36937129 2.52356043 0.13774212
10300 -1.40767653 -3.32582536 2.52216866 0.13682842
10300 -1.36517942 -3.28218628 2.52066782 0.13591079
10300 -1.32268232 -3.23844807 2.5190503 0.1349882
10300 -1.28018521 -3.19460549 2.51730921 0.134059
10300 -1.2376881 -3.15065338 2.51543775 0.13312157
10300 -1.195191 -3.10658666 2.51342907 0.13217433
10300 -1.15269389 -3.06239976 2.51127535 0.13121607
10300 -1.11019679 -3.01808601 2.50896609 0.13024641
10300 -1.06769968 -2.97363843 2.50649026 0.12926512
10300 -1.02520257 -2.92905011 2.50383685 0.12827203
10300 -0.98270547 -2.88431421 2.50099497 0.12726696
10300 -0.94020836 -2.83942779 2.49795698 0.12625041
10300 -0.89771125 -2.7943928 2.49471945 0.12522371
10300 -0.85521415 -2.74921156 2.49127924 0.12418817
10300 -0.81271704 -2.70388634 2.48763316 0.1231451
10300 -0.77021994 -2.65841947 2.48377838 0.12209565
10300 -0.72772283 -2.61281449 2.47971522 0.12103974
10300 -0.68522572 -2.56707558 2.47544589 0.11997655
10300 -0.64272862 -2.52120694 2.47097267 0.11890532
10300 -0.60023151 -2.47521275 2.46629775 0.11782533
10300 -0.55773441 -2.42909872 2.46142423 0.11673649
10300 -0.5152373 -2.38287751 2.45636037 0.11564122
10300 -0.47274019 -2.33656337 2.45111538 0.11454249
10300 -0.43024309 -2.29017046 2.44569831 0.11344316
10300 -0.38774598 -2.24371314 2.4401185 0.112346
10300 -0.34524888 -2.19721184 2.434389 0.11125311
10300 -0.30275177 -2.15069715 2.4285288 0.11016548
10300 -0.26025466 -2.10420097 2.42255793 0.10908399
10300 -0.21775756 -2.05775527 2.41649643 0.10800949
10300 -0.17526045 -2.01139174 2.41036413 0.1069428
10300 -0.13276335 -1.96514194 2.4041812 0.1058852
10300 -0.09026624 -1.91904661 2.39796907 0.10483829
10300 -0.04776913 -1.87314481 2.3917482 0.10380413
10300 -0.00527203 -1.82738755 2.38552974 0.10278382
10300 0.03722508 -1.78188828 2.37934833 0.10177881
10300 0.07972219 -1.73669901 2.37321811 0.10078941
10300 0.12221929 -1.691835 2.36716385 0.09981733
10300 0.1647164 -1.64721687 2.36117323 0.09886069
10300 0.2072135 -1.60306499 2.35531506 0.09792214
10300 0.23487762 -1.57366039 2.36321418 0.09786207
10300 0.26254173 -1.54533696 2.35963513 0.09727023
10300 0.29020584 -1.51719037 2.35611081 0.09668582
10300 0.31786996 -1.48926017 2.3526481 0.09610948
10300 0.34553407 -1.4615636 2.34925347 0.09554147
10300 0.37319818 -1.43409459 2.34593072 0.09498159
10300 0.4008623 -1.40684683 2.34268356 0.09442962
10300 0.42852641 -1.37983279 2.33951762 0.09388572
10300 0.45619052 -1.35309633 2.33644004 0.09335055
10300 0.48385463 -1.32663165 2.33345072 0.09282371
10300 0.51151875 -1.30042811 2.33054899 0.09230472
10300 0.53918286 -1.27450487 2.32773758 0.09179369
10300 0.56684697 -1.24887466 2.32501909 0.09129061
10300 0.59451109 -1.22352331 2.32239327 0.09079496
10300 0.6221752 -1.19846208 2.31986353 0.09030678
10300 0.64983931 -1.17370375 2.31743829 0.08982631
10300 0.67750343 -1.14923303 2.31512433 0.08935329
10300 0.70516754 -1.1250625 2.31293047 0.08888801
10300 0.73283165 -1.10118652 2.31086299 0.08843035
10300 0.76049577 -1.0776027 2.30892771 0.08798022
10300 0.78815988 -1.05432306 2.3071296 0.08753776
10300 0.81582399 -1.03133536 2.30547057 0.08710257
10300 0.84348811 -1.00865372 2.30395496 0.08667483
10300 0.87115222 -0.98613315 2.30256065 0.08625105
10300 0.89881633 -0.96330182 2.3012277 0.08582137
10300 0.92648044 -0.94014216 2.29999834 0.08538756
10300 0.95414456 -0.91668985 2.29890906 0.0849519
10300 0.98180867 -0.89300101 2.29798244 0.08451625
10300 1.00947278 -0.86914725 2.29722629 0.084082
10300 1.0371369 -0.84521565 2.29663486 0.08365014
10300 1.06480101 -0.82130621 2.29619136 0.08322128
10300 1.09246512 -0.79752744 2.29587144 0.08279583
10300 1.12012924 -0.77399046 2.2956474 0.08237407
10300 1.14779335 -0.7508022 2.29549261 0.08195625
10300 1.17545746 -0.72805889 2.29538528 0.08154271
10300 1.20312158 -0.70584083 2.29531128 0.08113392
10300 1.23078569 -0.68420902 2.29526554 0.08073046
10300 1.2584498 -0.66320412 2.29525231 0.08033307
10300 1.28611392 -0.64284749 2.29528432 0.07994259
10300 1.31377803 -0.62314338 2.29538152 0.07955993
10300 1.34144214 -0.60408215 2.29556951 0.07918608
10300 1.36910626 -0.58564358 2.29587805 0.07882202
10300 1.39677037 -0.56779997 2.29633968 0.07846878
10300 1.42443448 -0.55051892 2.29698905 0.07812741
10300 1.45209859 -0.53376503 2.29786074 0.07779889
10300 1.47976271 -0.51750381 2.29897427 0.0774837
10300 1.50742682 -0.50169168 2.30017966 0.07717512
10300 1.53509093 -0.48626439 2.30144159 0.07687012
10300 1.56275505 -0.47116029 2.30279985 0.07656862
10300 1.59041916 -0.45633226 2.30427977 0.0762703
10300 1.61808327 -0.44169817 2.3059146 0.07597426
10300 1.64574739 -0.42718654 2.30773993 0.07567987
10300 1.6734115 -0.41278048 2.30978734 0.07538765
10300 1.70107561 -0.39846059 2.31208741 0.07509802
10300 1.72873973 -0.38419877 2.31465664 0.0748106
10300 1.75640384 -0.36996749 2.31744878 0.07452239
10300 1.78406795 -0.35575438 2.32040152 0.07423004
10300 1.81173207 -0.3415672 2.32344647 0.07393047
10300 1.83939618 -0.32745178 2.32657826 0.07362443
10300 1.86706029 -0.31342253 2.32986806 0.07331502
10300 1.8947244 -0.29946834 2.3334005 0.07300531
10300 1.92238852 -0.28564306 2.33720291 0.07269821
10300 1.95005263 -0.27197824 2.34121299 0.07239238
10300 1.97771674 -0.25845006 2.34536744 0.0720845
10300 2.00538086 -0.24499849 2.34966144 0.07177219
10300 2.03304497 -0.23158699 2.35414674 0.07145615
10300 2.06070908 -0.21820012 2.35889513 0.07113874
10300 2.0883732 -0.20480439 2.36395449 0.07082063
10300 2.11603731 -0.19138226 2.36932433 0.07050112
10300 2.14370142 -0.17793131 2.37499373 0.07017963
10300 2.17136554 -0.16443766 2.38095765 0.06985532
10300 2.19902965 -0.15092313 2.38719467 0.06952822
10300 2.22669376 -0.13745588 2.39367155 0.06919994
10300 2.25435788 -0.12406614 2.40039043 0.06887208
10300 2.28202199 -0.11073724 2.4073746 0.0685451
10300 2.3096861 -0.09745446 2.41464739 0.06821963
10300 2.33735021 -0.08418854 2.42222674 0.06789519
10300 2.36501433 -0.07090802 2.43011031 0.06756999
10300 2.39267844 -0.0576082 2.43826795 0.06724203
10300 2.42034255 -0.0442831 2.44667262 0.06690935
10300 2.44800667 -0.03093704 2.45530689 0.06657113
10300 2.47567078 -0.01757046 2.46417921 0.06622802
10300 2.50333489 -0.00417793 2.47331223 0.06588126
10300 2.53099901 0.00923028 2.48271074 0.0655322
10300 2.55866312 0.02261722 2.49234967 0.06518229
10300 2.58632723 0.03598764 2.50222513 0.06483138
10300 2.61399135 0.04935187 2.5123366 0.06447918
10300 2.64165546 0.0627166 2.52268154 0.06412551
10300 2.66931957 0.07608948 2.53325765 0.06377012
10300 2.69698369 0.08947932 2.54406442 0.06341279
10300 2.7246478 0.10289734 2.55510782 0.06305347
10300 2.75231191 0.11634888 2.56639063 0.06269236
10300 2.77997602 0.12983797 2.57791401 0.06232972
10300 2.80764014 0.1433679 2.58967781 0.06196583
10300 2.83530425 0.15693025 2.60166983 0.06160122
10300 2.86296836 0.17050236 2.61386039 0.06123635
10300 2.89063248 0.18408849 2.62624125 0.06087073
10300 2.91829659 0.19769725 2.63880824 0.06050375
10300 2.9459607 0.21132537 2.6515469 0.06013514
10300 2.97312785 0.22457968 2.66376321 0.05979787
10300 3.00236903 0.23909871 2.67767102 0.05940419
10300 3.02976498 0.25280639 2.69085736 0.05902402
10300 3.05553482 0.26580712 2.70336989 0.0586518
10300 3.07986082 0.2781403 2.71526961 0.05829138
10300 3.10289622 0.2898271 2.72661993 0.05794916
10300 3.12477111 0.30089428 2.73747808 0.05763004
10300 3.14559681 0.31138107 2.74789303 0.05733599
10300 3.1654694 0.32135857 2.75789897 0.05706213
10300 3.18447229 0.33089325 2.76752298 0.05680294
10300 3.20267845 0.3400397 2.77678828 0.05655383
10300 3.22015198 0.34884189 2.78571533 0.0563112
10300 3.23694959 0.35732393 2.79432551 0.05607462
10300 3.25312162 0.36550083 2.80264013 0.05584505
10300 3.26871301 0.373387 2.81067886 0.0556233
10300 3.283764 0.38099632 2.81845983 0.05541001
10300 3.2983108 0.38834208 2.82599972 0.0552057
10300 3.31238611 0.395437 2.83331391 0.05501077
10300 3.32601953 0.40229322 2.8404166 0.05482553
10300 3.33923795 0.40892231 2.84732085 0.05465019
10300 3.35206591 0.41533525 2.85403872 0.0544849
10300 3.36452581 0.4215459 2.86058138 0.05432909
10300 3.37663819 0.42757773 2.86695906 0.05418013
10300 3.38842189 0.43345315 2.8731806 0.05403527
10300 3.3998943 0.43919162 2.87925367 0.05389205
10300 3.41107144 0.44481031 2.88518492 0.05374825
10300 3.42196812 0.45032459 2.89098011 0.05360177
10300 3.43259807 0.4557484 2.89664427 0.05345064
10300 3.44297404 0.46109463 2.90218173 0.05329289
10300 3.45310789 0.46637535 2.90759621 0.0531266
10300 3.46301066 0.47160205 2.91289084 0.0529498
10300 3.47269265 0.4767859 2.91806818 0.05276043
10300 3.4821635 0.48193543 2.92313037 0.05255689
10300 3.49143221 0.48704715 2.92807981 0.05234031
10300 3.50050723 0.49211396 2.9329192 0.05211268
10300 3.50939649 0.49712883 2.93765149 0.05187604
10300 3.51810745 0.50208498 2.94227979 0.05163248
10300 3.52664712 0.50697599 2.94680743 0.05138403
10300 3.53502211 0.51179587 2.9512379 0.05113273
10300 3.54323864 0.51653914 2.95557486 0.05088053
10300 3.5513026 0.52120095 2.95982206 0.05062929
10300 3.55921955 0.52577708 2.96398334 0.05038078
10300 3.56699477 0.53026401 2.96806258 0.05013662
10300 3.57463323 0.53465889 2.97206366 0.0498983
10300 3.58213966 0.53895957 2.97599043 0.04966717
10300 3.58951855 0.54316453 2.97984667 0.04944441
10300 3.59677416 0.54727291 2.98363608 0.04923108
10300 3.60391054 0.55128439 2.98736222 0.04902806
10300 3.61093155 0.55519918 2.99102852 0.0488361
10300 3.61784086 0.55901795 2.99463827 0.04865583
10300 3.62464196 0.56274178 2.99819457 0.04848773
10300 3.6313382 0.56637207 3.00170037 0.04833218
10300 3.63793276 0.56991053 3.00515843 0.04818947
10300 3.64442868 0.5733591 3.00857135 0.04805978
10300 3.65082886 0.57671989 3.01194155 0.04794322
10300 3.6571361 0.57999518 3.01527129 0.04783982
10300 3.66335304 0.58318905 3.01856222 0.047749
10300 3.66948225 0.58631077 3.0218145 0.0476684
10300 3.67552615 0.58936946 3.02502793 0.04759563
10300 3.6814871 0.59237313 3.02820232 0.04752851
10300 3.68736733 0.59532888 3.03133743 0.0474651
10300 3.69316902 0.59824313 3.03443298 0.0474036
10300 3.69889421 0.60112175 3.0374886 0.04734229
10300 3.70454492 0.60396987 3.040504 0.04727968
10300 3.71012305 0.60678906 3.04347982 0.04721546
10300 3.71563043 0.60957878 3.04641738 0.04715012
10300 3.72106886 0.61233848 3.04931799 0.0470841
10300 3.72644002 0.6150677 3.0521829 0.04701787
10300 3.73174556 0.61776603 3.05501339 0.04695184
10300 3.73698707 0.62043311 3.05781066 0.04688645
10300 3.74216607 0.62306865 3.06057591 0.04682209
10300 3.74728404 0.62567258 3.06331025 0.04675906
10300 3.7523424 0.6282457 3.06601449 0.04669736
10300 3.75734252 0.630789 3.0686893 0.04663688
10300 3.76228573 0.63330344 3.07133537 0.04657751
10300 3.7671733 0.63578995 3.07395331 0.04651916
10300 3.77200649 0.63824938 3.07654375 0.04646173
10300 3.77678647 0.64068257 3.07910726 0.04640514
10300 3.78151442 0.64309032 3.0816444 0.0463493
10300 3.78619145 0.64547336 3.0841557 0.04629413
10300 3.79081865 0.6478322 3.08664157 0.04623959
10300 3.79539707 0.65016725 3.08910236 0.04618566
10300 3.79992772 0.65247893 3.09153844 0.0461323
10300 3.8044116 0.65476763 3.09395016 0.04607949
10300 3.80884966 0.65703375 3.09633785 0.04602721
10300 3.81324282 0.65927767 3.09870186 0.04597543
10300 3.81759199 0.66149976 3.10104251 0.04592413
10300 3.82189803 0.66370038 3.10336012 0.04587327
10300 3.8261618 0.66587991 3.10565498 0.04582282
10300 3.83038412 0.66803874 3.10792727 0.04577271
10300 3.83456578 0.67017724 3.11017719 0.04572286
10300 3.83870756 0.67229579 3.11240495 0.04567321
10300 3.84281021 0.67439475 3.11461074 0.04562369
10300 3.84687447 0.67647446 3.11679475 0.04557424
10300 3.85090104 0.67853527 3.11895717 0.0455248
10300 3.85489063 0.6805775 3.12109821 0.04547531
10300 3.8588439 0.68260149 3.12321805 0.04542571
10300 3.86276151 0.68460753 3.1253169 0.04537594
10300 3.8666441 0.68659593 3.12739498 0.04532598
10300 3.87049228 0.68856696 3.12945249 0.04527577
10300 3.87430667 0.69052092 3.13148966 0.04522527
10300 3.87808784 0.69245806 3.1335067 0.04517445
10300 3.88183638 0.69437867 3.1355038 0.04512326
10300 3.88555284 0.696283 3.13748118 0.04507167
10300 3.88923776 0.6981713 3.13943903 0.04501963
10300 3.89289168 0.70004384 3.14137756 0.04496713
10300 3.89651512 0.70190085 3.14329708 0.04491414
10300 3.90010858 0.70374262 3.14519798 0.04486069
10300 3.90367254 0.70556939 3.14708063 0.0448068
10300 3.9072075 0.70738141 3.14894541 0.04475248
10300 3.91071391 0.70917892 3.15079267 0.04469776
10300 3.91419225 0.71096216 3.15262275 0.04464264
10300 3.91764294 0.71273137 3.154436 0.04458715
10300 3.92106644 0.71448677 3.15623275 0.0445313
10300 3.92446315 0.71622857 3.15801332 0.04447511
10300 3.92783351 0.717957 3.15977801 0.04441859
10300 3.93117791 0.71967226 3.16152715 0.04436177
10300 3.93449676 0.72137456 3.16326103 0.04430466
10300 3.93779043 0.7230641 3.16497995 0.04424727
10300 3.94105931 0.72474108 3.16668419 0.04418962
10300 3.94430378 0.72640568 3.16837403 0.04413174
10300 3.94752418 0.7280581 3.17004975 0.04407363
10300 3.95072088 0.72969852 3.17171161 0.0440153
10300 3.95389422 0.73132711 3.17335988 0.04395679
10300 3.95704454 0.73294406 3.17499479 0.04389809
10300 3.96017218 0.73454953 3.1766166 0.04383923
10300 3.96327745 0.73614369 3.17822554 0.04378022
10300 3.96636068 0.73772671 3.17982185 0.04372107
10300 3.96942217 0.73929874 3.18140574 0.04366179
10300 3.97246223 0.74085994 3.18297744 0.0436024
10300 3.97548116 0.74241047 3.18453716 0.04354291
10300 3.97847924 0.74395047 3.18608511 0.04348332
10300 3.98145677 0.74548009 3.18762149 0.04342366
10300 3.98441403 0.74699948 3.1891465 0.04336393
10300 3.98735129 0.74850877 3.19066034 0.04330414
10300 3.99026881 0.75000811 3.19216319 0.04324431
10300 3.99316687 0.75149763 3.19365523 0.04318444
10300 3.99604571 0.75297746 3.19513664 0.04312454
10300 3.9989056 0.75444773 3.19660758 0.04306462
10300 4.00174678 0.75590857 3.19806822 0.04300468
10300 4.00456949 0.75736009 3.19951872 0.04294474
10300 4.00737397 0.75880243 3.20095925 0.0428848
10300 4.01016046 0.7602357 3.20238995 0.04282487
10300 4.01292918 0.76166002 3.20381097 0.04276496
10300 4.01568037 0.7630755 3.20522247 0.04270507
10300 4.01841424 0.76448226 3.2066246 0.04264521
10300 4.021131 0.76588041 3.20801748 0.04258538
10300 4.02383088 0.76727004 3.20940126 0.0425256
10300 4.02651407 0.76865128 3.21077608 0.04246586
10300 4.02918079 0.77002422 3.21214206 0.04240618
10400 -4.0 -5.9466769 2.58848296 0.19219044
10400 -3.95750289 -5.90354928 2.58605184 0.19113271
10400 -3.91500579 -5.86042421 2.58379507 0.19009069
10400 -3.87250868 -5.81741113 2.58163818 0.18906156
10400 -3.83001158 -5.77440024 2.57957528 0.18804274
10400 -3.78751447 -5.73136433 2.57757467 0.18703579
10400 -3.74501736 -5.68833706 2.57565149 0.18604078
10400 -3.70252026 -5.64538881 2.57380902 0.18505522
10400 -3.66002315 -5.60243917 2.57204085 0.18407723
10400 -3.61752605 -5.5594966 2.570349 0.18310583
10400 -3.57502894 -5.51656983 2.56873476 0.18213947
10400 -3.53253183 -5.47365937 2.56719541 0.18117834
10400 -3.49003473 -5.4307666 2.56572548 0.18022402
10400 -3.44753762 -5.38789289 2.56431924 0.17927807
10400 -3.40504051 -5.34503963 2.562971 0.17834201
10400 -3.36254341 -5.30220754 2.56167572 0.17741689
10400 -3.3200463 -5.25939388 2.56043144 0.176501
10400 -3.2775492 -5.21659466 2.55923739 0.1755917
10400 -3.23505209 -5.17380584 2.55809284 0.17468644
10400 -3.19255498 -5.13102337 2.55699701 0.17378268
10400 -3.15005788 -5.08824539 2.555949 0.17287901
10400 -3.10756077 -5.04547477 2.55494781 0.17197652
10400 -3.06506367 -5.00271526 2.55399233 0.17107665
10400 -3.02256656 -4.95997058 2.55308149 0.17018082
10400 -2.98006945 -4.91724422 2.55221408 0.16929038
10400 -2.93757235 -4.87453565 2.55138662 0.16840561
10400 -2.89507524 -4.83184004 2.55059326 0.16752569
10400 -2.85257814 -4.78915222 2.5498279 0.16664974
10400 -2.81008103 -4.74646705 2.54908445 0.16577693
10400 -2.76758392 -4.70377978 2.54835762 0.16490644
10400 -2.72508682 -4.66108818 2.54764714 0.16403781
10400 -2.68258971 -4.61839138 2.54695547 0.16317073
10400 -2.6400926 -4.57568853 2.54628511 0.16230491
10400 -2.5975955 -4.53297875 2.54563857 0.16144004
10400 -2.55509839 -4.49026188 2.54501698 0.16057589
10400 -2.51260129 -4.44754001 2.5444177 0.15971241
10400 -2.47010418 -4.40481576 2.54383706 0.1588496
10400 -2.42760707 -4.36209174 2.5432714 0.15798742
10400 -2.38510997 -4.31937051 2.54271705 0.15712588
10400 -2.34261286 -4.27665195 2.54216963 0.15626514
10400 -2.30011576 -4.23393211 2.54162368 0.15540549
10400 -2.25761865 -4.19120666 2.54107366 0.15454729
10400 -2.21512154 -4.14847128 2.54051402 0.15369092
10400 -2.17262444 -4.10572168 2.53993959 0.15283659
10400 -2.13012733 -4.0629543 2.53934947 0.1519838
10400 -2.08763023 -4.02016611 2.53874568 0.15113149
10400 -2.04513312 -3.97735403 2.53813035 0.15027861
10400 -2.00263601 -3.93451495 2.53750562 0.14942412
10400 -1.96013891 -3.89164622 2.53687208 0.14856722
10400 -1.9176418 -3.84874617 2.53622317 0.14770772
10400 -1.8751447 -3.80581367 2.53555009 0.14684571
10400 -1.83264759 -3.76284764 2.53484399 0.14598129
10400 -1.79015048 -3.71984701 2.53409606 0.1451145
10400 -1.74765338 -3.67680976 2.53329942 0.14424507
10400 -1.70515627 -3.63373235 2.5324509 0.14337207
10400 -1.66265916 -3.59061084 2.53154789 0.1424945
10400 -1.62016206 -3.54744128 2.53058782 0.14161138
10400 -1.57766495 -3.50421973 2.5295679 0.14072182
10400 -1.53516785 -3.46094021 2.52848193 0.13982583
10400 -1.49267074 -3.41759487 2.52732048 0.13892423
10400 -1.45017363 -3.37417589 2.526074 0.13801788
10400 -1.40767653 -3.33067537 2.52473301 0.13710765
10400 -1.36517942 -3.28708565 2.52328836 0.1361941
10400 -1.32268232 -3.24340104 2.52173275 0.13527619
10400 -1.28018521 -3.19961659 2.52005972 0.13435224
10400 -1.2376881 -3.15572745 2.51826285 0.13342058
10400 -1.195191 -3.11172882 2.51633574 0.13247962
10400 -1.15269389 -3.06761521 2.51427076 0.13152809
10400 -1.11019679 -3.02337946 2.51205707 0.1305655
10400 -1.06769968 -2.97901399 2.50968319 0.12959156
10400 -1.02520257 -2.93451127 2.50713768 0.12860599
10400 -0.98270547 -2.88986388 2.50440919 0.12760852
10400 -0.94020836 -2.84506834 2.5014895 0.12659961
10400 -0.89771125 -2.80012612 2.49837443 0.12558053
10400 -0.85521415 -2.75503909 2.49506007 0.12455257
10400 -0.81271704 -2.70980909 2.49154246 0.12351702
10400 -0.77021994 -2.66443791 2.48781802 0.12247498
10400 -0.72772283 -2.6189281 2.48388611 0.12142629
10400 -0.68522572 -2.57328256 2.47974796 0.12037002
10400 -0.64272862 -2.52750416 2.47540484 0.1193053
